MODGPC30945,20-Apr-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"£1,380.15"
MODGPC30946,19-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,423.82"
MODGPC30947,27-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,370.46"
MODGPC30948,16-Apr-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£6,300.00"
MODGPC30949,16-Apr-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£6,300.00"
MODGPC30950,17-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£513.60
MODGPC30951,17-Apr-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,£591.59
MODGPC30952,25-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£945.12
MODGPC30953,25-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£980.29
MODGPC30954,26-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£989.35
MODGPC30955,27-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£5,604.84"
MODGPC30956,18-Apr-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£2,047.50"
MODGPC30957,16-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£605.88
MODGPC30958,16-Apr-12,Miscellaneous Industrial/Commercial, TOOL HIRE,"£1,020.00"
MODGPC30959,24-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£633.60
MODGPC30960,16-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£551.38
MODGPC30961,26-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,506.28"
MODGPC30962,18-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£663.60
MODGPC30963,20-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£651.00
MODGPC30964,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£876.74
MODGPC30965,18-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£560.64
MODGPC30966,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,779.07"
MODGPC30967,13-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£9,900.00"
MODGPC30968,13-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£3,300.00"
MODGPC30969,13-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£3,355.27"
MODGPC30970,19-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£4,815.60"
MODGPC30971,16-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£3,300.00"
MODGPC30972,16-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£3,300.00"
MODGPC30973,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£3,300.00"
MODGPC30974,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£4,528.52"
MODGPC30975,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£3,204.50"
MODGPC30976,13-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£2,540.16"
MODGPC30977,26-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,209.22"
MODGPC30978,25-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,807.33"
MODGPC30979,17-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£751.68
MODGPC30980,17-Apr-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,"£1,053.34"
MODGPC30981,30-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£685.36
MODGPC30982,17-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£597.39
MODGPC30983,27-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,299.12"
MODGPC30984,23-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£3,593.58"
MODGPC30985,25-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£802.08
MODGPC30986,23-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£993.50
MODGPC30987,24-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,296.50"
MODGPC30988,26-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£788.50
MODGPC30989,19-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£651.60
MODGPC30990,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£2,263.44"
MODGPC30991,24-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£2,192.64"
MODGPC30992,20-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,100.88"
MODGPC30993,23-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,214.88"
MODGPC30994,23-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£4,134.80"
MODGPC30995,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£4,057.44"
MODGPC30996,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,256.05"
MODGPC30997,18-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,785.36"
MODGPC30998,13-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£4,260.00"
MODGPC30999,13-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£998.68
MODGPC31000,23-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£675.00
MODGPC31001,26-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£851.58
MODGPC31002,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£682.80
MODGPC31003,26-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,193.77"
MODGPC31004,26-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£813.44
MODGPC31005,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,822.80"
MODGPC31006,23-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£577.21
MODGPC31007,20-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,744.56"
MODGPC31008,20-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,716.84"
MODGPC31009,27-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,834.32"
MODGPC31010,27-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£720.22
MODGPC31011,23-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£5,502.96"
MODGPC31012,23-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,716.84"
MODGPC31013,20-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£794.88
MODGPC31014,24-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£4,416.12"
MODGPC31015,24-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£3,777.83"
MODGPC31016,25-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£20,282.36"
MODGPC31017,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£8,871.05"
MODGPC31018,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,855.20"
MODGPC31019,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,030.10"
MODGPC31020,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£617.93
MODGPC31021,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£11,042.86"
MODGPC31022,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£9,106.69"
MODGPC31023,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£6,172.19"
MODGPC31024,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£3,312.00"
MODGPC31025,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£2,897.59"
MODGPC31026,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,420.68"
MODGPC31027,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£989.57
MODGPC31028,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£938.63
MODGPC31029,23-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£9,867.60"
MODGPC31030,23-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£3,065.58"
MODGPC31031,23-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£11,325.89"
MODGPC31032,23-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£572.28
MODGPC31033,23-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£540.00
MODGPC31034,16-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,536.00"
MODGPC31035,16-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£768.00
MODGPC31036,18-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£972.00
MODGPC31037,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£738.40
MODGPC31038,26-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£814.75
MODGPC31039,19-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£530.40
MODGPC31040,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£858.01
MODGPC31041,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,024.64"
MODGPC31042,16-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£681.22
MODGPC31043,30-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£705.79
MODGPC31044,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£630.24
MODGPC31045,30-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£638.64
MODGPC31046,17-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£974.60
MODGPC31047,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,451.14"
MODGPC31048,19-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£625.20
MODGPC31049,30-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£3,510.00"
MODGPC31050,30-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,215.00"
MODGPC31051,23-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,012.50"
MODGPC31052,13-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£702.00
MODGPC31053,26-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£4,415.20"
MODGPC31054,26-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£2,401.26"
MODGPC31055,26-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,202.04"
MODGPC31056,23-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£862.80
MODGPC31057,30-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,476.00"
MODGPC31058,30-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£590.40
MODGPC31059,30-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£504.00
MODGPC31060,19-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£2,640.48"
MODGPC31061,19-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,614.00"
MODGPC31062,19-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£2,247.66"
MODGPC31063,19-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£2,311.20"
MODGPC31064,19-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,434.24"
MODGPC31065,19-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£3,542.40"
MODGPC31066,18-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£10,000.00"
MODGPC31067,18-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£6,210.24"
MODGPC31068,18-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£10,000.00"
MODGPC31069,18-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£10,000.00"
MODGPC31070,30-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£2,682.00"
MODGPC31071,30-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£524.40
MODGPC31072,18-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£697.74
MODGPC31073,16-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£511.14
MODGPC31074,19-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£717.10
MODGPC31075,17-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£501.34
MODGPC31076,26-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,501.01"
MODGPC31077,19-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£3,110.67"
MODGPC31078,24-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,074.14"
MODGPC31079,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,417.92"
MODGPC31080,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£8,910.66"
MODGPC31081,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£9,642.45"
MODGPC31082,16-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£3,914.28"
MODGPC31083,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£4,565.68"
MODGPC31084,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,730.62"
MODGPC31085,16-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£4,999.00"
MODGPC31086,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£557.17
MODGPC31087,16-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£683.98
MODGPC31088,24-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£571.78
MODGPC31089,18-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,£700.32
MODGPC31090,16-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£824.00
MODGPC31091,26-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£900.00
MODGPC31092,24-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£2,000.00"
MODGPC31093,24-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,000.00"
MODGPC31094,13-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£800.00
MODGPC31095,25-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,645.06"
MODGPC31096,17-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£4,496.25"
MODGPC31097,13-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£664.27
MODGPC31098,20-Apr-12,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,"£2,297.28"
MODGPC31099,23-Apr-12,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,£539.40
MODGPC31100,25-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,£667.20
MODGPC31101,25-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,868.38"
MODGPC31102,17-Apr-12,Print and Advertising              , ADVERTISING SERVICES,"£1,558.80"
MODGPC31103,30-Apr-12,Print and Advertising              , ADVERTISING SERVICES,"£3,600.00"
MODGPC31104,27-Apr-12,Print and Advertising              , ADVERTISING SERVICES,£691.68
MODGPC31105,17-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,£690.00
MODGPC31106,26-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£4,416.00"
MODGPC31107,27-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,£790.40
MODGPC31108,26-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,052.40"
MODGPC31109,24-Apr-12,Print and Advertising              , TYPESETTING/PLATE MAKING ETC,"£2,848.37"
MODGPC31110,27-Apr-12,Print and Advertising              , ADVERTISING SERVICES,£800.00
MODGPC31111,24-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£2,040.00"
MODGPC31112,13-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,429.92"
MODGPC31113,18-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,086.24"
MODGPC31114,30-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,£600.60
MODGPC31115,25-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£2,132.00"
MODGPC31116,17-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,£815.96
MODGPC31117,19-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£4,733.68"
MODGPC31118,30-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,£633.02
MODGPC31119,20-Apr-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"£2,111.21"
MODGPC31120,25-Apr-12,Print and Advertising              , ADVERTISING SERVICES,£720.00
MODGPC31121,24-Apr-12,Print and Advertising              , TYPESETTING/PLATE MAKING ETC,"£2,968.38"
MODGPC31122,25-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£567.60
MODGPC31123,25-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£532.80
MODGPC31124,17-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,104.00"
MODGPC31125,24-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,£897.84
MODGPC31126,30-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£2,220.00"
MODGPC31127,19-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,047.66"
MODGPC31128,19-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,047.66"
MODGPC31129,19-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,047.66"
MODGPC31130,19-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,047.66"
MODGPC31131,19-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,078.14"
MODGPC31132,23-Apr-12,Professional Services              , VETERINARY SERVICES,"£19,560.53"
MODGPC31133,27-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,098.00"
MODGPC31134,17-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£2,205.60"
MODGPC31135,16-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£3,609.12"
MODGPC31136,18-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£950.40
MODGPC31137,25-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,500.00"
MODGPC31138,25-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£11,988.00"
MODGPC31139,21-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£681.60
MODGPC31140,25-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,692.00"
MODGPC31141,25-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£4,399.20"
MODGPC31142,19-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,900.00"
MODGPC31143,24-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,865.00"
MODGPC31144,20-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£838.38
MODGPC31145,23-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,£888.00
MODGPC31146,23-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,958.40"
MODGPC31147,24-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£2,500.00"
MODGPC31148,18-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,000.00"
MODGPC31149,20-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£3,342.30"
MODGPC31150,23-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£3,384.00"
MODGPC31151,24-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,068.53"
MODGPC31152,24-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,632.00"
MODGPC31153,24-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£581.95
MODGPC31154,30-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£3,164.30"
MODGPC31155,17-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,539.36"
MODGPC31156,17-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£2,554.08"
MODGPC31157,17-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£3,859.44"
MODGPC31158,17-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£4,993.20"
MODGPC31159,17-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,£537.48
MODGPC31160,27-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£992.32
MODGPC31161,24-Apr-12,Professional Services              , LEGAL SERVICES ATTORNEYS,"£2,509.69"
MODGPC31162,26-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,£880.36
MODGPC31163,13-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£2,185.01"
MODGPC31164,19-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£2,618.22"
MODGPC31165,23-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£583.37
MODGPC31166,16-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,394.00"
MODGPC31167,20-Apr-12,Professional Services              , MISC PERSONAL SERV - DEF,"£2,135.39"
MODGPC31168,16-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,080.00"
MODGPC31169,18-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,080.00"
MODGPC31170,24-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,890.00"
MODGPC31171,24-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,080.00"
MODGPC31172,30-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£3,791.88"
MODGPC31173,25-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,148.88"
MODGPC31174,27-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£2,292.00"
MODGPC31175,17-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,173.00"
MODGPC31176,23-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,£720.00
MODGPC31177,13-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,250.00"
MODGPC31178,20-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,£540.00
MODGPC31179,27-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,£972.00
MODGPC31180,25-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,652.70"
MODGPC31181,20-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,£852.00
MODGPC31182,20-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,£586.80
MODGPC31183,25-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,108.80"
MODGPC31184,13-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,142.00"
MODGPC31185,18-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£3,864.00"
MODGPC31186,16-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£2,734.79"
MODGPC31187,26-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£3,980.40"
MODGPC31188,27-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£2,272.56"
MODGPC31189,30-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£3,783.60"
MODGPC31190,19-Apr-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£539.52
MODGPC31191,26-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£2,340.00"
MODGPC31192,26-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,056.28"
MODGPC31193,24-Apr-12,Professional Services              , ESTATE AGENTS AND PROPERTY SERVICES,"£1,069.00"
MODGPC31194,16-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,530.00"
MODGPC31195,17-Apr-12,Professional Services              , PROFESSIONAL SERVICES - DEF,£840.00
MODGPC31196,27-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£3,466.80"
MODGPC31197,19-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£52,768.31"
MODGPC31198,19-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£43,500.26"
MODGPC31199,13-Apr-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,£663.00
MODGPC31200,26-Apr-12,Professional Services              , ACCOUNTANTS/AUDITORS/BOOKPR,"£1,960.00"
MODGPC31201,26-Apr-12,Professional Services              , ACCOUNTANTS/AUDITORS/BOOKPR,"£1,260.00"
MODGPC31202,26-Apr-12,Hotels Restaurants and Bars               , RESTAURANTS,£910.00
MODGPC31203,19-Apr-12,Hotels Restaurants and Bars               , RESTAURANTS,£680.00
MODGPC31204,30-Apr-12,Hotels Restaurants and Bars               , RESTAURANTS,£597.18
MODGPC31205,17-Apr-12,Hotels Restaurants and Bars               , RESTAURANTS,"£1,440.00"
MODGPC31206,24-Apr-12,Hotels Restaurants and Bars               , RESTAURANTS,£606.49
